time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT,SERVICES_ENGAGED
"2013-08-29 16_40_37","57827","221713","444",";69;9"
"2013-08-29 16_40_38","58232","211124","365",";100;88"
"2013-08-29 16_40_39","57840","153924","725",";37;76"
"2013-08-29 16_40_46","56346","93827","341",";99;58"
"2013-08-29 16_40_47","52874","224597","221",";56;65"
"2013-08-29 16_40_48","75848","223004","996",";3;91"
"2013-08-29 16_40_53","76942","226618","809",";100;2"
"2013-08-29 16_40_55","60449","237410","481",";33;96"
"2013-08-29 16_40_58","52838","224576","515",";56;80"
"2013-08-29 16_41_00","52298","76896","152",";46;73"
"2013-08-29 16_41_01","51148","125697","374",";46;64"
"2013-08-29 16_41_08","63055","255363","615",";36;82"
"2013-08-29 16_41_08","69550","235731","180",";35;84"
"2013-08-29 16_41_15","52343","74128","579",";46;61"
"2013-08-29 16_41_15","54799","172967","795",";99;11"
"2013-08-29 16_41_16","59156","245599","120",";75;88"
"2013-08-29 16_41_17","49962","190352","629",";46;76"
"2013-08-29 16_41_20","53554","268054","102",";36;9"
"2013-08-29 16_41_23","51354","263761","543",";52;65"
"2013-08-29 16_41_25","52396","61205","250",";46;34"
"2013-08-29 16_41_27","52179","135344","542",";46;58"
"2013-08-29 16_41_30","50653","256202","966",";52;96"
"2013-08-29 16_41_34","50812","267569","864",";69;80"
"2013-08-29 16_41_41","56365","124518","267",";52;73"
"2013-08-29 16_41_41","55315","163867","692",";99;64"
"2013-08-29 16_41_48","58380","58505","996",";56;48"
"2013-08-29 16_41_51","76942","281410","575",";100;2"
"2013-08-29 16_41_55","50632","215697","151",";46;11"
"2013-08-29 16_41_55","58232","287950","587",";100;88"
"2013-08-29 16_41_56","56510","109123","1086",";99;61"
"2013-08-29 16_41_56","54129","235791","263",";99;76"
"2013-08-29 16_41_59","47287","295165","358",";46;65"
"2013-08-29 16_42_03","74443","310133","445",";43;9"
"2013-08-29 16_42_05","48190","303205","369",";81;96"
"2013-08-29 16_42_06","57983","96879","277",";56;34"
"2013-08-29 16_42_08","57766","165734","306",";56;58"
"2013-08-29 16_42_10","51840","296374","704",";60;80"
"2013-08-29 16_42_15","66276","322774","115",";36;85"
"2013-08-29 16_42_20","58178","215875","425",";35;64"
"2013-08-29 16_42_21","59698","59821","102",";16;26"
"2013-08-29 16_42_22","56465","156011","731",";99;73"
"2013-08-29 16_42_29","52793","101401","221",";46;48"
"2013-08-29 16_42_31","59033","329219","861",";97;54"
"2013-08-29 16_42_33","58232","326438","695",";100;88"
"2013-08-29 16_42_34","56219","249952","420",";56;11"
"2013-08-29 16_42_35","52186","333974","810",";51;65"
"2013-08-29 16_42_35","56992","265992","1020",";35;76"
"2013-08-29 16_42_37","55904","326091","1058",";69;61"
"2013-08-29 16_42_41","48190","338427","255",";81;96"
"2013-08-29 16_42_46","59485","352510","158",";68;9"
"2013-08-29 16_42_46","51840","332277","679",";60;80"
"2013-08-29 16_42_47","56563","140497","502",";99;34"
"2013-08-29 16_42_49","52179","201298","1061",";46;58"
"2013-08-29 16_42_51","69550","336789","1069",";35;84"
"2013-08-29 16_42_57","53478","61431","151",";46;24"
"2013-08-29 16_43_00","55737","240377","954",";60;64"
"2013-08-29 16_43_03","56887","194616","717",";60;73"
"2013-08-29 16_43_03","52890","91488","966",";46;26"
"2013-08-29 16_43_07","58894","355366","843",";69;1"
"2013-08-29 16_43_11","50848","373329","294",";69;65"
"2013-08-29 16_43_12","51444","74063","263",";81;88"
"2013-08-29 16_43_13","54699","279156","190",";52;11"
"2013-08-29 16_43_13","57840","308075","138",";37;76"
"2013-08-29 16_43_15","55356","373105","1068",";97;79"
"2013-08-29 16_43_16","50653","360947","268",";52;96"
"2013-08-29 16_43_18","52343","195972","243",";46;61"
"2013-08-29 16_43_22","54328","370251","974",";93;80"
"2013-08-29 16_43_28","52396","173306","161",";46;34"
"2013-08-29 16_43_29","58911","393285","203",";55;9"
"2013-08-29 16_43_30","56246","250759","244",";52;58"
"2013-08-29 16_43_40","55082","76460","731",";81;24"
"2013-08-29 16_43_40","55737","280020","407",";60;64"
"2013-08-29 16_43_44","52298","227818","399",";46;73"
"2013-08-29 16_43_45","54494","128797","864",";81;26"
"2013-08-29 16_43_47","50997","407883","351",";67;65"
"2013-08-29 16_43_50","53907","110020","358",";52;88"
"2013-08-29 16_43_51","50653","396113","904",";52;96"
"2013-08-29 16_43_52","57840","346508","508",";37;76"
"2013-08-29 16_43_52","57662","322437","912",";35;11"
"2013-08-29 16_43_52","58380","172682","515",";56;48"
"2013-08-29 16_43_55","54033","62864","1069",";46;57"
"2013-08-29 16_43_58","54328","405451","174",";93;80"
"2013-08-29 16_43_59","56932","218910","605",";60;61"
"2013-08-29 16_44_10","52396","202109","341",";46;34"
"2013-08-29 16_44_10","56346","297543","509",";99;58"
"2013-08-29 16_44_12","53554","439570","1033",";36;9"
"2013-08-29 16_44_18","59004","59155","243",";99;79"
"2013-08-29 16_44_20","55737","319451","179",";60;64"
"2013-08-29 16_44_22","53478","110773","221",";46;24"
"2013-08-29 16_44_23","48945","443870","1017",";49;65"
"2013-08-29 16_44_25","56365","266941","970",";52;73"
"2013-08-29 16_44_26","47105","447178","273",";97;96"
"2013-08-29 16_44_29","54429","141832","369",";60;88"
"2013-08-29 16_44_30","53523","440198","448",";69;76"
"2013-08-29 16_44_32","54799","355484","894",";99;11"
"2013-08-29 16_44_34","48855","443817","283",";81;80"
"2013-08-29 16_44_34","56960","219113","809",";99;48"
"2013-08-29 16_44_38","58200","107477","1061",";99;57"
"2013-08-29 16_44_40","56510","267646","485",";99;61"
"2013-08-29 16_44_46","66486","465096","489",";55;50"
"2013-08-29 16_44_49","56937","68484","731",";81;1"
"2013-08-29 16_44_51","56985","251972","444",";60;34"
"2013-08-29 16_44_51","59209","319601","913",";35;58"
"2013-08-29 16_44_55","59485","481209","139",";68;9"
"2013-08-29 16_44_59","54364","469097","677",";93;65"
"2013-08-29 16_45_00","54858","71602","351",";67;64"
"2013-08-29 16_45_02","56441","104828","1068",";81;79"
"2013-08-29 16_45_02","50147","474336","942",";69;96"
"2013-08-29 16_45_04","57545","149468","695",";52;24"
"2013-08-29 16_45_06","56365","307507","216",";52;73"
"2013-08-29 16_45_07","49840","190999","587",";46;88"
"2013-08-29 16_45_08","58477","219433","542",";56;26"
"2013-08-29 16_45_09","53672","477967","428",";67;76"
"2013-08-29 16_45_10","55643","482066","1078",";100;80"
"2013-08-29 16_45_11","56219","406987","1070",";56;11"
"2013-08-29 16_45_15","52793","246303","615",";46;48"
"2013-08-29 16_45_20","57594","141538","151",";69;57"
"2013-08-29 16_45_21","56410","300624","558",";52;61"
"2013-08-29 16_45_32","56563","291390","725",";99;34"
"2013-08-29 16_45_32","57766","369125","446",";56;58"
"2013-08-29 16_45_33","56937","82421","341",";81;1"
"2013-08-29 16_45_35","47287","507850","494",";46;65"
"2013-08-29 16_45_37","47105","516121","516",";97;96"
"2013-08-29 16_45_38","53554","525342","421",";36;9"
"2013-08-29 16_45_39","54709","114370","399",";69;64"
"2013-08-29 16_45_45","54837","135299","161",";46;79"
"2013-08-29 16_45_46","54007","221084","445",";99;88"
"2013-08-29 16_45_46","48855","513887","499",";81;80"
"2013-08-29 16_45_46","57188","193221","861",";67;24"
"2013-08-29 16_45_47","51586","534134","272",";36;73"
"2013-08-29 16_45_48","54551","75761","448",";60;76"
"2013-08-29 16_45_49","59698","265314","543",";16;26"
"2013-08-29 16_45_50","54699","436061","541",";52;11"
"2013-08-29 16_45_56","58940","65588","731",";81;45"
"2013-08-29 16_45_57","56860","280829","579",";52;48"
"2013-08-29 16_46_02","56932","339144","791",";60;61"
"2013-08-29 16_46_03","54033","178969","717",";46;57"
"2013-08-29 16_46_11","51932","553457","199",";55;65"
"2013-08-29 16_46_12","47105","550782","1006",";97;96"
"2013-08-29 16_46_13","56985","333878","365",";60;34"
"2013-08-29 16_46_13","53783","541334","281",";81;58"
"2013-08-29 16_46_14","59120","561467","689",";36;38"
"2013-08-29 16_46_17","59500","116166","179",";99;1"
"2013-08-29 16_46_18","59033","554474","299",";97;54"
"2013-08-29 16_46_19","55215","145869","508",";52;64"
"2013-08-29 16_46_20","74443","567437","938",";43;9"
"2013-08-29 16_46_21","48855","549617","245",";81;80"
"2013-08-29 16_46_24","51444","252474","704",";81;88"
"2013-08-29 16_46_26","51566","113160","894",";81;76"
"2013-08-29 16_46_28","56465","80507","216",";99;73"
"2013-08-29 16_46_28","58067","230174","1058",";60;24"
"2013-08-29 16_46_29","59004","185376","974",";99;79"
"2013-08-29 16_46_30","51151","567399","107",";97;11"
"2013-08-29 16_46_31","52890","287574","692",";46;26"
"2013-08-29 16_46_36","59041","62421","725",";81;41"
"2013-08-29 16_46_38","57382","320912","120",";60;48"
"2013-08-29 16_46_42","61403","109606","913",";52;45"
"2013-08-29 16_46_43","55904","571792","415",";69;61"
"2013-08-29 16_46_46","58100","224076","954",";52;57"
"2013-08-29 16_46_47","47806","588394","511",";97;65"
"2013-08-29 16_46_48","47105","585854","618",";97;96"
"2013-08-29 16_46_54","51684","601381","520",";36;34"
"2013-08-29 16_46_54","55889","77987","494",";67;58"
"2013-08-29 16_46_57","48855","585420","870",";81;80"
"2013-08-29 16_46_59","55315","182664","1069",";99;64"
"2013-08-29 16_47_01","58894","168241","1033",";69;1"
"2013-08-29 16_47_03","53907","293323","306",";52;88"
"2013-08-29 16_47_03","53554","611141","627",";36;9"
"2013-08-29 16_47_05","53672","149703","283",";67;76"
"2013-08-29 16_47_09","56887","120040","587",";60;73"
"2013-08-29 16_47_09","54342","65780","791",";67;11"
"2013-08-29 16_47_11","55082","274496","810",";81;24"
"2013-08-29 16_47_12","56441","234910","268",";81;79"
"2013-08-29 16_47_13","56957","330481","267",";52;26"
"2013-08-29 16_47_20","56960","383824","481",";99;48"
"2013-08-29 16_47_23","54095","625936","468",";16;65"
"2013-08-29 16_47_23","47105","620300","916",";97;96"
"2013-08-29 16_47_24","56410","423111","622",";52;61"
"2013-08-29 16_47_28","55637","260366","843",";81;57"
"2013-08-29 16_47_28","57336","148392","677",";46;45"
"2013-08-29 16_47_33","48855","621117","976",";81;80"
"2013-08-29 16_47_35","53783","116434","516",";81;58"
"2013-08-29 16_47_39","54858","227310","358",";67;64"
"2013-08-29 16_47_40","59120","647041","868",";36;38"
"2013-08-29 16_47_41","49840","343916","1086",";46;88"
"2013-08-29 16_47_43","49962","176347","489",";46;76"
"2013-08-29 16_47_45","55333","202298","221",";46;1"
"2013-08-29 16_47_46","59485","652808","756",";68;9"
"2013-08-29 16_47_48","54699","116464","541",";52;11"
"2013-08-29 16_47_50","53902","157177","1070",";81;73"
"2013-08-29 16_47_53","53478","310714","255",";46;24"
"2013-08-29 16_47_54","60998","66615","954",";69;41"
"2013-08-29 16_47_54","54494","364694","996",";81;26"
"2013-08-29 16_47_56","54837","265437","203",";46;79"
"2013-08-29 16_47_58","50296","69184","618",";67;96"
"2013-08-29 16_47_59","52186","657946","652",";51;65"
"2013-08-29 16_48_01","58380","420466","152",";56;48"
"2013-08-29 16_48_05","56410","463806","457",";52;61"
"2013-08-29 16_48_09","48855","655374","1081",";81;80"
"2013-08-29 16_48_11","54033","306777","966",";46;57"
"2013-08-29 16_48_14","60897","198401","139",";69;45"
"2013-08-29 16_48_16","52179","149113","161",";46;58"
"2013-08-29 16_48_16","57295","105095","107",";51;34"
"2013-08-29 16_48_19","52752","277121","407",";81;64"
"2013-08-29 16_48_20","54429","371888","277",";60;88"
"2013-08-29 16_48_22","53523","223015","1061",";69;76"
"2013-08-29 16_48_28","54193","149622","731",";69;11"
"2013-08-29 16_48_29","53554","696924","792",";36;9"
"2013-08-29 16_48_29","56937","257540","509",";81;1"
"2013-08-29 16_48_31","55859","201369","542",";69;73"
"2013-08-29 16_48_34","46586","98141","520",";46;96"
"2013-08-29 16_48_35","52532","690552","1047",";3;65"
"2013-08-29 16_48_35","57545","359685","420",";52;24"
"2013-08-29 16_48_36","56600","74313","481",";67;26"
"2013-08-29 16_48_39","54837","308237","244",";46;79"
"2013-08-29 16_48_40","60998","111798","511",";69;41"
"2013-08-29 16_48_43","52793","453229","180",";46;48"
"2013-08-29 16_48_45","48855","680674","683",";81;80"
"2013-08-29 16_48_46","59062","65225","358",";81;87"
"2013-08-29 16_48_46","56053","694986","195",";67;61"
"2013-08-29 16_48_54","57594","341753","294",";69;57"
"2013-08-29 16_48_57","55889","187646","448",";67;58"
"2013-08-29 16_48_57","56106","154312","245",";67;34"
"2013-08-29 16_48_58","53550","401463","115",";67;88"
"2013-08-29 16_48_58","51148","299177","174",";46;64"
"2013-08-29 16_49_00","58940","248395","444",";81;45"
"2013-08-29 16_49_01","54129","259565","485",";99;76"
"2013-08-29 16_49_07","52236","182327","717",";81;11"
"2013-08-29 16_49_09","48244","130047","870",";49;96"
"2013-08-29 16_49_11","50848","729770","959",";69;65"
"2013-08-29 16_49_12","56465","240530","1078",";99;73"
"2013-08-29 16_49_12","53554","739816","1011",";36;9"
"2013-08-29 16_49_12","59560","69169","152",";81;89"
"2013-08-29 16_49_13","59043","293773","243",";67;1"
"2013-08-29 16_49_17","57188","389769","158",";67;24"
"2013-08-29 16_49_17","52890","123381","267",";46;26"
"2013-08-29 16_49_21","48855","716576","887",";81;80"
"2013-08-29 16_49_23","56495","739395","225",";49;79"
"2013-08-29 16_49_24","56860","487824","795",";52;48"
"2013-08-29 16_49_26","59041","135929","587",";81;41"
"2013-08-29 16_49_27","56410","80506","457",";52;61"
"2013-08-29 16_49_32","61525","106728","489",";52;87"
"2013-08-29 16_49_37","58100","381996","190",";52;57"
"2013-08-29 16_49_37","54007","434686","425",";99;88"
"2013-08-29 16_49_38","56246","226824","543",";52;58"
"2013-08-29 16_49_38","54709","352186","864",";69;64"
"2013-08-29 16_49_38","55957","192866","704",";69;34"
"2013-08-29 16_49_39","53672","303834","809",";67;76"
"2013-08-29 16_49_44","50296","163700","1069",";67;96"
"2013-08-29 16_49_46","54799","210568","689",";99;11"
"2013-08-29 16_49_46","61403","283254","1068",";52;45"
"2013-08-29 16_49_47","50997","767616","205",";67;65"
"2013-08-29 16_49_53","52298","270786","151",";46;73"
"2013-08-29 16_49_55","74443","781886","525",";43;9"
"2013-08-29 16_49_57","48909","774675","307",";49;80"
"2013-08-29 16_49_57","59500","327440","369",";99;1"
"2013-08-29 16_49_59","57956","83625","520",";46;89"
"2013-08-29 16_49_59","56600","144218","976",";67;26"
"2013-08-29 16_49_59","55082","443246","1020",";81;24"
"2013-08-29 16_50_06","57382","527033","629",";60;48"
"2013-08-29 16_50_06","56495","781764","714",";49;79"
"2013-08-29 16_50_08","56510","107539","407",";99;61"
"2013-08-29 16_50_09","61636","71178","448",";69;23"
"2013-08-29 16_50_12","57437","178348","268",";46;41"
"2013-08-29 16_50_15","54007","472220","102",";99;88"
"2013-08-29 16_50_18","61625","148121","541",";99;87"
"2013-08-29 16_50_18","49962","69607","717",";46;76"
"2013-08-29 16_50_18","55215","384175","912",";52;64"
"2013-08-29 16_50_19","55740","277691","399",";69;58"
"2013-08-29 16_50_19","57594","426253","263",";69;57"
"2013-08-29 16_50_19","57983","222389","725",";56;34"
"2013-08-29 16_50_19","50753","193105","283",";99;96"
"2013-08-29 16_50_23","47287","794083","360",";46;65"
"2013-08-29 16_50_25","54342","253319","199",";67;11"
"2013-08-29 16_50_32","57336","331324","351",";46;45"
"2013-08-29 16_50_33","48855","70339","887",";81;80"
"2013-08-29 16_50_38","53554","825612","565",";36;9"
"2013-08-29 16_50_41","56451","196487","468",";69;26"
"2013-08-29 16_50_41","58894","375411","970",";69;1"
"2013-08-29 16_50_42","57188","474056","679",";67;24"
"2013-08-29 16_50_45","62023","118749","683",";52;89"
"2013-08-29 16_50_47","56503","815665","218",";67;48"
"2013-08-29 16_50_49","56053","156094","966",";67;61"
"2013-08-29 16_50_50","54837","64062","1069",";46;79"
"2013-08-29 16_50_54","55085","826871","592",";3;88"
"2013-08-29 16_50_55","46586","239305","494",";46;96"
"2013-08-29 16_50_56","61785","116231","174",";67;23"
"2013-08-29 16_50_56","54129","103013","1011",";99;76"
"2013-08-29 16_50_58","51148","417690","605",";46;64"
"2013-08-29 16_50_58","60998","226240","810",";69;41"
"2013-08-29 16_50_59","47806","840283","880",";97;65"
"2013-08-29 16_50_59","52179","312492","499",";46;58"
"2013-08-29 16_51_01","56985","271461","216",";60;34"
"2013-08-29 16_51_02","58100","467238","138",";52;57"
"2013-08-29 16_51_04","61168","201327","1086",";67;87"
"2013-08-29 16_51_05","54193","306269","579",";69;11"
"2013-08-29 16_51_09","51840","102719","795",";60;80"
"2013-08-29 16_51_13","58514","65211","629",";46;54"
"2013-08-29 16_51_15","52298","352449","558",";46;73"
"2013-08-29 16_51_18","61046","373102","695",";67;45"
"2013-08-29 16_51_21","59485","867300","759",";68;9"
"2013-08-29 16_51_22","54548","232276","843",";49;26"
"2013-08-29 16_51_24","57188","514987","502",";67;24"
"2013-08-29 16_51_25","55333","421421","1017",";46;1"
"2013-08-29 16_51_29","54451","866733","168",";49;48"
"2013-08-29 16_51_30","55904","199083","1081",";69;61"
"2013-08-29 16_51_30","50653","265259","627",";52;96"
"2013-08-29 16_51_32","59560","171159","244",";81;89"
"2013-08-29 16_51_33","56441","105709","689",";81;79"
"2013-08-29 16_51_35","54364","865014","536",";93;65"
"2013-08-29 16_51_35","51566","144747","870",";81;76"
"2013-08-29 16_51_38","54858","464977","904",";67;64"
"2013-08-29 16_51_40","53783","361344","421",";81;58"
"2013-08-29 16_51_42","52396","301696","120",";46;34"
"2013-08-29 16_51_43","59733","160923","444",";49;23"
"2013-08-29 16_51_44","52236","325106","179",";81;11"
"2013-08-29 16_51_44","59041","273960","791",";81;41"
"2013-08-29 16_51_45","51318","140378","225",";52;80"
"2013-08-29 16_51_45","54033","65380","565",";46;57"
"2013-08-29 16_51_50","57458","242291","756",";46;87"
"2013-08-29 16_51_56","55859","405011","428",";69;73"
"2013-08-29 16_52_00","63103","106306","268",";60;54"
"2013-08-29 16_52_01","81364","897115","547",";97;17"
"2013-08-29 16_52_04","53554","911396","765",";36;9"
"2013-08-29 16_52_04","52890","267322","516",";46;26"
"2013-08-29 16_52_04","61403","421188","942",";52;45"
"2013-08-29 16_52_05","48244","302458","1033",";49;96"
"2013-08-29 16_52_06","57188","79217","683",";67;24"
"2013-08-29 16_52_09","59400","461482","273",";52;1"
"2013-08-29 16_52_10","52793","80395","966",";46;48"
"2013-08-29 16_52_11","51498","111313","541",";49;88"
"2013-08-29 16_52_11","52874","898437","340",";56;65"
"2013-08-29 16_52_11","53947","234694","139",";81;61"
"2013-08-29 16_52_14","54551","178792","243",";60;76"
"2013-08-29 16_52_17","54837","142738","151",";46;79"
"2013-08-29 16_52_17","55215","503562","515",";52;64"
"2013-08-29 16_52_18","57956","222386","1047",";46;89"
"2013-08-29 16_52_20","48909","173005","587",";49;80"
"2013-08-29 16_52_21","52179","394287","445",";46;58"
"2013-08-29 16_52_23","57295","350366","692",";51;34"
"2013-08-29 16_52_23","54799","362628","508",";99;11"
"2013-08-29 16_52_27","55637","105375","468",";81;57"
"2013-08-29 16_52_30","61636","210764","245",";69;23"
"2013-08-29 16_52_30","57437","76253","629",";46;41"
"2013-08-29 16_52_36","59062","294928","868",";81;87"
"2013-08-29 16_52_37","53956","76625","695",";49;73"
"2013-08-29 16_52_41","47105","937166","643",";97;96"
"2013-08-29 16_52_45","54548","315473","677",";49;26"
"2013-08-29 16_52_47","53554","954289","655",";36;9"
"2013-08-29 16_52_47","51932","949151","606",";55;65"
"2013-08-29 16_52_48","55082","125187","970",";81;24"
"2013-08-29 16_52_49","54429","152520","102",";60;88"
"2013-08-29 16_52_52","52343","268095","1061",";46;61"
"2013-08-29 16_52_52","56860","114396","174",";52;48"
"2013-08-29 16_52_52","53672","220247","959",";67;76"
"2013-08-29 16_52_53","59400","69188","444",";52;1"
"2013-08-29 16_52_56","48855","203226","489",";81;80"
"2013-08-29 16_52_57","55793","955960","119",";55;64"
"2013-08-29 16_53_00","59004","180103","520",";99;79"
"2013-08-29 16_53_02","52179","434550","861",";46;58"
"2013-08-29 16_53_03","54699","408336","365",";52;11"
"2013-08-29 16_53_04","54000","379883","913",";81;34"
"2013-08-29 16_53_05","61666","260630","180",";67;89"
"2013-08-29 16_53_10","55691","78675","756",";49;57"
"2013-08-29 16_53_16","48244","371949","306",";49;96"
"2013-08-29 16_53_16","61636","256706","115",";69;23"
"2013-08-29 16_53_18","53902","121549","558",";81;73"
"2013-08-29 16_53_20","61503","61662","151",";99;45"
"2013-08-29 16_53_22","62047","324957","203",";60;87"
"2013-08-29 16_53_23","48945","983794","835",";49;65"
"2013-08-29 16_53_27","56451","362474","916",";69;26"
"2013-08-29 16_53_28","49840","180672","199",";46;88"
"2013-08-29 16_53_29","59485","995995","196",";68;9"
"2013-08-29 16_53_30","55082","167358","679",";81;24"
"2013-08-29 16_53_31","51620","268766","485",";49;76"
"2013-08-29 16_53_32","48909","244105","457",";49;80"
"2013-08-29 16_53_33","54001","303680","731",";49;61"
"2013-08-29 16_53_33","56960","153821","810",";99;48"
"2013-08-29 16_53_37","51148","75088","587",";46;64"
"2013-08-29 16_53_37","56991","118395","904",";49;1"
"2013-08-29 16_53_42","52236","442956","299",";81;11"
"2013-08-29 16_53_43","52179","475026","272",";46;58"
"2013-08-29 16_53_44","56495","227391","525",";49;79"
"2013-08-29 16_53_45","56985","435184","1058",";60;34"
"2013-08-29 16_53_51","51485","69118","643",";51;96"
"2013-08-29 16_53_52","59614","296382","294",";49;89"
"2013-08-29 16_53_53","57743","115663","428",";67;57"
"2013-08-29 16_53_59","57197","155017","843",";51;73"
"2013-08-29 16_53_59","52186","1017829","982",";51;65"
"2013-08-29 16_54_04","73025","1019294","206",";97;94"
"2013-08-29 16_54_06","51444","221988","360",";81;88"
"2013-08-29 16_54_08","51318","270190","425",";52;80"
"2013-08-29 16_54_08","61525","381300","221",";52;87"
"2013-08-29 16_54_09","56451","403404","622",";69;26"
"2013-08-29 16_54_09","49962","290913","158",";46;76"
"2013-08-29 16_54_12","53554","1040085","480",";36;9"
"2013-08-29 16_54_13","58377","70796","520",";51;24"
"2013-08-29 16_54_14","56410","356110","107",";52;61"
"2013-08-29 16_54_15","56503","206089","218",";67;48"
"2013-08-29 16_54_17","55737","108076","468",";60;64"
"2013-08-29 16_54_21","54799","479349","938",";99;11"
"2013-08-29 16_54_21","58894","159640","421",";69;1"
"2013-08-29 16_54_24","56768","80350","861",";60;58"
"2013-08-29 16_54_26","54000","461883","415",";81;34"
"2013-08-29 16_54_27","46586","99799","677",";46;96"
"2013-08-29 16_54_27","56441","279328","1068",";81;79"
"2013-08-29 16_54_35","54095","1057674","109",";16;65"
"2013-08-29 16_54_35","54033","154110","268",";46;57"
"2013-08-29 16_54_37","70929","1052849","519",";97;54"
"2013-08-29 16_54_38","57956","361914","420",";46;89"
"2013-08-29 16_54_40","52298","194442","502",";46;73"
"2013-08-29 16_54_44","50812","304916","543",";69;80"
"2013-08-29 16_54_45","53401","250609","351",";69;88"
"2013-08-29 16_54_48","54129","334586","152",";99;76"
"2013-08-29 16_54_50","52890","66808","299",";46;26"
"2013-08-29 16_54_54","59116","419096","954",";49;87"
"2013-08-29 16_54_55","53947","397318","161",";81;61"
"2013-08-29 16_54_55","59485","1081780","327",";68;9"
"2013-08-29 16_54_56","57382","234477","216",";60;48"
"2013-08-29 16_54_57","55315","157763","515",";99;64"
"2013-08-29 16_55_01","54699","525924","281",";52;11"
"2013-08-29 16_55_02","48244","132331","970",";49;96"
"2013-08-29 16_55_05","55889","120799","365",";67;58"
"2013-08-29 16_55_05","59400","199967","179",";52;1"
"2013-08-29 16_55_07","57188","57269","425",";67;24"
"2013-08-29 16_55_07","56985","516979","974",";60;34"
"2013-08-29 16_55_11","50848","1087325","188",";69;65"
"2013-08-29 16_55_11","58547","312397","307",";67;79"
"2013-08-29 16_55_18","55691","193021","765",";49;57"
"2013-08-29 16_55_20","50961","339211","809",";67;80"
"2013-08-29 16_55_23","54739","302198","725",";51;88"
"2013-08-29 16_55_25","59560","403482","511",";81;89"
"2013-08-29 16_55_27","49962","367907","267",";46;76"
"2013-08-29 16_55_32","56600","116810","810",";67;26"
"2013-08-29 16_55_36","56510","434696","277",";99;61"
